Generation,1
JUDSON,HODGE,4,0.9229224475842992,0.5813981869400165,11,0.8276346945309951,0.6927669525017484,8,0.38244667308547653,0.28201803213421706,5,0.8232856128615441,0.8037845939277322,0,0.37039268586269425,0.1331995028523788,0,0.8571498634709408,0.00481710954991621,0,0.8808517090907624,0.5845022676820768,10,0.16869455698633307,0.9254856758243083,14,0.2888901058885993,0.8384673761066403,12,0.5075865749913421,0.8867695554088751
HILLARY,HERNANDEZ,12,0.5503917835967675,0.5299322948388825,0,0.05778343675303843,0.21484400954683003,4,0.21146935998632999,0.5052921909157067,7,0.6256790970272185,0.8852202329968626,1,0.4637898941676015,0.4198096672128011,0,0.07424748432728467,0.4376606893400792,6,0.34254512188555486,0.1451251956279468,8,0.5234667603876626,0.8528286239109033,9,0.5856487627247454,0.4243939507283866,2,0.37202128077783536,0.6995438357016482
ILIANA,BRIDGES,5,0.7041812173212233,0.746099122065728,6,0.32242495673969573,0.0312688343860138,6,0.8847057425850959,0.027387528168231534,11,0.6093222914698931,0.6794884034453377,12,0.3866386266833661,0.7034351611199653,13,0.8313518649290605,0.6949627112215752,4,0.05331804296164555,0.1179389987274011,5,0.37659584757314035,0.1409674369413999,15,0.9385744400558964,0.20953054121807457,5,0.9881461074679162,0.3871729973933279
LAUREN,GIBSON,13,0.10011139189246465,0.3255846587687723,2,0.9858126402423418,0.2339313396143191,9,0.03040929759205757,0.06130295892103044,13,0.4039031205302538,0.8943959272465382,13,0.13836571294653988,0.22924957097777943,15,0.6257772116792787,0.7300170956515337,1,0.0965499767376008,0.5587000965095127,11,0.2628473823988241,0.5183801220375974,5,0.564233624000063,0.7955813965782415,11,0.7995001977207766,0.9342674873515171
SHANITA,WALTER,9,0.7560641253656002,0.1772832845811264,10,0.5978223705508264,0.8842946049881487,9,0.009045991423005995,0.6542002509932384,7,0.0584093492535358,0.781392207221293,11,0.009578526640852458,0.8561935398054527,1,0.8940748965952123,0.6667468918161457,11,0.9619868737822802,0.760253200741453,4,0.888819336674058,0.6381205775635366,10,0.907163727041968,0.17472230348729167,13,0.0661008443472536,0.5033937153393592
LAWRENCE,SCHULTZ,10,0.29799662692166806,0.20916723676433113,15,0.217684405872399,0.7081518583339891,10,0.8976864648449757,0.4107817769642552,12,0.06946678288081976,0.5902653545431411,14,0.4784444730883066,0.18273694597989354,11,0.4329323470085068,0.4374656082449133,7,0.006057195613656141,0.62621025511656,4,0.22395833127354048,0.705977693363395,9,0.2926360700500217,0.5940725234282255,15,0.9669585410802648,0.601546605125741
Generation,2
ILIANA,BRIDGES,5,0.7041812173212233,0.746099122065728,6,0.32242495673969573,0.0312688343860138,1,0.27203009409302203,0.6491604823401477,11,0.6093222914698931,0.6794884034453377,12,0.3866386266833661,0.7034351611199653,13,0.8313518649290605,0.6949627112215752,4,0.05331804296164555,0.1179389987274011,5,0.37659584757314035,0.1409674369413999,15,0.9385744400558964,0.20953054121807457,5,0.9881461074679162,0.3871729973933279
KURTIS,MIRANDA,12,0.5503917835967675,0.5299322948388825,0,0.05778343675303843,0.21484400954683003,4,0.21146935998632999,0.5052921909157067,7,0.6256790970272185,0.8852202329968626,1,0.4637898941676015,0.4198096672128011,0,0.07424748432728467,0.4376606893400792,6,0.34254512188555486,0.1451251956279468,8,0.5234667603876626,0.8528286239109033,9,0.5856487627247454,0.4243939507283866,2,0.37202128077783536,0.6995438357016482
JONNIE,EATON,9,0.7560641253656002,0.1772832845811264,10,0.5978223705508264,0.8842946049881487,9,0.009045991423005995,0.6542002509932384,7,0.0584093492535358,0.781392207221293,11,0.009578526640852458,0.8561935398054527,1,0.8940748965952123,0.6667468918161457,11,0.9619868737822802,0.760253200741453,4,0.888819336674058,0.6381205775635366,8,0.2681844878108701,0.24559627032576847,13,0.0661008443472536,0.5033937153393592
