Generation,1
ABEL,CARPENTER,2,0.9932296018711307,0.39173334250526537,8,0.6147871625506923,0.48700174445743194,6,0.004994527690280526,0.06539888472702382,0,0.4440203459320601,0.15363013565790895,10,0.37099636153741955,0.27358124884214263,14,0.14342842095989305,0.5990047305930479,9,0.3547530888731395,0.4740919010561431,7,0.3588619807186384,0.9004095270661164,5,0.4578585567071578,0.6559668911745372,12,0.07711975148532801,0.19791527659618202
BRITTENY,KIRBY,13,0.8464778736711369,0.29670723798167453,0,0.15604665623182312,0.7714601821324012,3,0.8113935613763735,0.11514699293784247,8,0.3928883010302384,0.9448229504162683,15,0.2878598932353932,0.9284857535639202,11,0.9355084877755454,0.9392213386995478,9,0.23139252218067696,0.04924681209626125,8,0.7347803845975309,0.47551974560361554,11,0.2158840508525507,0.12663634954561842,2,0.7369225027793618,0.938107126137911
RUSSELL,BARNETT,8,0.1397076808528257,0.37826559542326277,9,0.40096632059060133,0.4560460032135223,3,0.8105667805670671,0.3324003980613678,1,0.17780073796453266,0.2833190981018209,13,0.8587170234738412,0.4998226013971383,9,0.9542043618877555,0.6575330434200778,0,0.49896018830102773,0.6333838886034929,7,0.9252120676457876,0.9017394871948392,5,0.8240666045102515,0.7148028328857957,1,0.8712979679399508,0.8940897686897507
DACIA,BARR,14,0.8243165088724311,0.8963124031357411,3,0.7150182929323092,0.3348501478380258,8,0.129868384599661,0.8634489729324524,6,0.6569497658783178,0.07950541546430678,6,0.08067813758687026,0.17360902484919227,7,0.9092833828906376,0.4442958858740218,13,0.2798166143318467,0.737409644554384,4,0.4995969405563425,0.38674106004560405,7,0.22286857594515586,0.8622658097078721,5,0.3838214696273622,0.29530301654982594
STEPHAN,MCMAHON,0,0.9617617984336901,0.8755493266976595,11,0.5665917459975248,0.6817038281162482,4,0.23220897451142708,0.10880758262250267,9,0.7600950426470248,0.8760418085546585,7,0.7725060976235806,0.20936482829553626,8,0.7751724695661502,0.9836984821172057,11,0.2616507454267377,0.6081661554759089,4,0.8135577530311933,0.2035311861577931,9,0.7492705828814791,0.1576192169723506,4,0.7319516276769608,0.930428391990794
WILHEMINA,FOLEY,0,0.6310373384130601,0.28060113456256286,12,0.3793299562072816,0.4400121305790221,0,0.09834312255223687,0.5588504652930921,15,0.7730367920700659,0.0966656059184281,15,0.51602263551737,0.12083101491045767,10,0.3133373866329562,0.7703673813781337,13,0.2794317416507447,0.7399650182208274,1,0.26235108844001087,0.12547470683054984,11,0.2661446428011178,0.638284399385161,15,0.744310564234875,0.48665167146552524
TONISHA,PACHECO,0,0.23455902450969002,0.3007555233071706,7,0.7253002439145275,0.4059145239298738,1,0.08126348449668386,0.37537120280787173,8,0.8122966118783034,0.4308686696583254,1,0.6848909191893965,0.5752322317973203,12,0.8875654293778791,0.8849813937909964,5,0.4038376596295806,0.08239015238817571,3,0.4608488275101039,0.1978452111835004,12,0.5861999115540666,0.7423562133568513,2,0.3599710799512572,0.19672331261297338
LINDSAY,REEVES,2,0.4367413749805841,0.1742511432056394,10,0.9950109094945183,0.1090651151149854,13,0.739250065436458,0.9454554469436446,8,0.8627542889105952,0.3980100616200446,3,0.6826085155296814,0.8742234789801533,8,0.2839568988128546,0.45193835296051843,1,0.5699510290374497,0.36628414667789355,1,0.4636601242631251,0.4992338832705743,9,0.14599964100453067,0.9507862686758944,0,0.803404640267808,0.3181392064150933
SETH,MCGRATH,10,0.18098008305490831,0.4656283942040438,15,0.04694987994438293,0.6931446397790417,13,0.6691612485093058,0.6162224565384566,15,0.8248524076070859,0.5221713156047111,4,0.009792841702931487,0.5220909629541902,14,0.24060369940312465,0.8055863303642637,13,0.37783540320723796,0.8057167548235857,1,0.7096270773747992,0.8828199771737733,0,0.6293950153095986,0.7265831886972227,15,0.2912901412781247,0.9304505064997511
CALVIN,HINTON,14,0.6999565815009549,0.40147107905823487,7,0.14173786197923532,0.8391702900371092,11,0.6948991601124291,0.13528165881171383,7,0.5319266574166895,0.9389983988580958,7,0.8454883232881127,0.06188983898530598,4,0.5917426348156353,0.9468168867518063,6,0.49273720044315406,0.32129575944761835,7,0.525080580811729,0.9803297695392695,0,0.9896067749462941,0.8729736833376363,11,0.05015129686216224,0.8232136712350597
