First Name,Last Name,Parent 1,Parent 2,Fitness
Generation,1
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
MAGALI,MORENO,0.8,God,God,9,0.0663175446253732,0.8407915928616565,11,1.8068392689757289,1.2105071770850537,0,1.0876813985281268,1.46299422611061,9,0.9411655812401121,1.1856380346929036
