First Name,Last Name,Parent 1,Parent 2,Fitness
Generation,1
TAMMIE,DYER,-0.3,God,God,1,2.0307189326030968,1.622551910716944,10,0.777140963538401,1.4592916174122874,6,2.4525662661752374,1.3725597022438785,4,0.4417793753127147,1.6350189655644563,1,0.35831292441304285,2.2006148725173347,10,0.8055319854051637,0.33106072825980853,9,2.0373409815320964,0.036120559364568317,10,2.3778041914172823,1.2894982043979664,9,0.9144847532131462,2.1811017024315045,6,0.764273591928491,2.2440380798452235,10,1.2435273599740118,0.9201150509917955,4,2.0635951559459156,2.235656516489538,2,0.07564906891407042,1.6762108518333483,1,0.6116470651020051,2.456157406458622,4,1.2549531855597393,0.00441532154670049
SHIRLEY,DURAN,0.3,God,God,9,2.1936339808352994,1.7532941915014197,6,2.4032339218715837,0.4022075166407299,9,0.5662055977845495,0.5906419648550212,4,0.4089271292769006,0.7813708995068667,10,0.6002938208581798,1.7041996635000594,5,0.3530328903117416,0.008239403624009656,4,0.9205903108095043,0.7984942107227668,9,1.1973492978867082,1.5359342646007215,10,0.042911682926679295,1.2873856207639058,5,1.2118056820552703,0.8664773614854959,2,1.9295480558032292,1.5508176049354727,8,0.4764567149052462,2.489969835868204,4,1.4068807290783907,1.0108685525216534,5,2.21360055503377,1.0329738912258128,9,1.6560240728116884,1.5558361757840613
SILAS,WU,0.8,God,God,6,0.9125506023538665,1.8180972305237937,8,1.2293239726060758,0.8673885456470132,4,1.2644920067056606,2.44400173003254,6,1.6715612807513136,2.1731560810311263,1,1.5534306383604377,2.135409249343609,2,1.1289951988710865,0.713412136737577,6,0.8688255711691042,1.8680803837234206,10,1.1896212640128119,0.4303016458508241,5,1.5024681831829998,0.8566514975884796,6,1.7758826960122478,2.370591112741091,4,0.7641949678501394,2.270581674938029,8,1.7347732982737332,1.0373617204611605,4,1.892527552074129,2.45536668816238,5,0.3490556265246558,1.8486191275241741,8,1.275394069980869,1.6882879342327453
LEONTINE,VELEZ,0.1,God,God,8,1.0960417557494524,0.5905940745292726,6,1.9858139540148079,1.2345352145976145,4,1.5905055631798626,1.8497644321537745,9,1.088164228749344,0.5707026248502902,6,0.601109067122268,1.1354153510836538,8,1.2931783393705016,1.3425123825933694,4,0.708181796107698,1.61576833001592,9,0.20978769602292197,0.824887926923322,6,0.2717822970813419,0.9100004355397304,6,2.1575713850949403,1.3430690497487217,5,2.075258385313882,1.765889381748864,4,1.7720181785801365,0.31472865941086003,1,1.6836376122234542,2.1894284235617283,9,1.2761417604278344,1.3895084415253056,5,2.442627305559518,1.980868172756959
SUMMER,CRUZ,-0.2,God,God,10,1.2613170535827596,1.8398832872835014,8,1.4038049540938933,0.008185751148062081,4,0.2484223224781898,0.8785513644724732,1,2.441212761413882,0.6077508601152559,2,2.0198689213060805,0.8668067673059601,9,0.8153650931236354,0.8726204667746407,8,1.9591806815237023,0.7363662559326443,5,1.9347322052244942,0.48789820098213643,10,2.4023849843076426,1.818660001789146,2,0.6148935640596687,2.251109488667787,6,2.44282621762911,2.1805906340852923,6,1.4258339963026165,1.205315803011273,2,1.7941959278508315,2.088970621426763,1,2.374169838711436,0.16240980583832637,10,0.0733860507878828,1.5380037783595797
MELIA,KELLY,0.1,God,God,8,1.9587572408975753,2.320865624485168,5,0.3441558740242942,0.024918831223333104,8,1.7165176416409795,0.5095527027507496,9,0.7147539552969837,0.6822313839380822,6,0.986361836642074,1.515069944045143,1,0.11686387781193436,0.09555861887683453,8,0.3042248939940867,0.1167201407570781,8,1.140856659615534,2.0024094712476455,2,0.1608053809076962,1.3466138111393744,4,2.316495809678468,2.0318693877390457,8,1.0959610749210416,0.8427477416006122,6,0.6811430047350222,2.0657959619817294,5,1.4551487365013398,0.00016450856327149266,10,0.7823481366342453,1.291292311555163,1,0.7612031265149338,1.6602410348894667
SAMIRA,OROZCO,0.8,God,God,2,2.260581683323988,1.9853128334381744,9,0.41141806506533846,1.3679914460621323,9,2.1515611572609687,0.10717400821281753,8,2.2622550108956423,2.022481316219213,2,0.27453903903432386,0.05835909709147852,10,0.3096990972516167,1.5305060083248814,4,0.894445120334949,0.143654168998871,5,0.6777226084636765,2.011248776709646,9,1.860145480698888,0.7697868619077608,4,1.5999539047854254,2.047394206110175,8,1.9690943790796327,0.06751318392155481,2,0.002206040055982572,0.17695415165993933,9,0.7796101639573958,1.83213707929962,4,1.3030495301384726,1.9415064937398325,1,1.0292400424598633,0.057898652901890724
TAMEKA,RICHMOND,0.1,God,God,8,1.2603059096363414,2.094814219794132,8,2.1225517608127293,2.319206974902302,2,0.9547238497766155,0.9446917292919901,10,0.3076620070737049,1.415575217635875,6,2.1480569121854165,0.6805008889250996,6,0.47351790034655616,1.0078417162651463,4,2.106350769167806,1.3682813888876255,5,0.693456414021002,0.624618692241527,2,0.09964335514822953,1.7205390598619301,5,2.3918168253797703,0.7225333881354168,9,1.7260093901844777,1.0453980599263082,9,0.5864281322154976,2.1226982588711953,8,1.2945639669367048,1.9234579685760678,4,2.3557008438470985,1.3196932630699147,5,1.7758721045829897,0.656523991085032
KATHY,BRIGGS,1.2,God,God,6,1.0276952288879113,2.0919321237075184,8,0.10277484633715528,0.212089764767448,6,1.3611156134470057,2.1590922980288525,10,0.641559157819648,1.3890267205925457,4,1.775375448910813,0.2937525396034535,9,0.7496369811541712,0.8104364189380944,2,1.0040175316913946,1.5515953253457337,6,1.0826850533150174,2.0225444106315016,5,2.0577379122758046,1.706442791434152,4,0.894931189415983,0.29594062357088474,2,0.8793457536413463,1.3206715252616985,4,1.2517779094537629,0.07565427143009923,5,0.7623306552226772,1.1133313622541383,6,2.1255702165109405,2.3838265681505026,10,0.5137086611867856,1.6955765484197869
SIMONA,TREVINO,0.1,God,God,10,2.013806098123034,1.9250669641009435,6,1.0180476218764622,0.8680652918238468,5,2.2596625640240515,0.5477385938435688,8,1.5342844182261248,0.90987007900003,8,0.06664775620470687,0.4634907591394677,8,1.3891896075503731,2.2786788270073672,5,0.5157887633279021,0.30386411491822474,8,0.06838942184939911,1.0131166947080115,2,0.9831725220201698,2.3783492988696007,2,1.668809636569954,1.2695018252851489,1,1.3756424058460217,0.9883431648155777,2,0.9219372308684972,1.0854531592556662,2,0.3167620563877574,0.21435493863688648,10,1.4062169752732279,0.22971698273548335,8,1.2744740238971022,0.8575306674919086
NIA,SHAW,0.8,God,God,2,2.143620727569745,0.9987518670361367,8,0.43596552887586154,0.4418395545079343,5,0.4359353412772768,1.7134531599806426,4,1.1878064955867322,1.302834775620121,5,0.9256045922110911,1.5448785790347477,8,1.5542788990345822,0.6099606976045038,5,0.8154963626598257,0.18110389456685777,4,0.5552438106301005,1.9457171582198904,4,1.5016641784244376,1.4909293517440259,1,1.979560994996219,0.050525455648391115,2,1.2905936661303348,1.8079975882108892,4,1.1313061854996396,2.4368029893438923,4,1.4423804362383632,1.7878814311618474,2,1.3419054721605477,2.263166819612798,5,1.8246543225653211,0.6276729767894993
MAZIE,CASTRO,-0.8,God,God,1,1.0289559941294832,1.7483808147658275,6,2.136023072281488,1.1070070803825498,5,2.4861762998891783,1.673252255576014,9,0.8010028953061726,1.232820366777072,8,1.70585305842888,1.6236402030303254,9,0.20890654171383138,2.453078926121828,9,1.395272196864095,0.6906733393457937,10,1.5803171796700268,0.10237344084165628,6,0.34575388177606803,0.6158571314374841,10,0.5202382663688052,1.7631812204818378,5,2.3282429109119542,1.5503338049104758,6,0.0446688176131832,0.13151020628318688,5,1.2855900944691618,0.2778083359543809,6,1.6835472571827756,0.5709310047104841,2,2.4228253833773694,1.2844559860228308
JEANNA,BENTLEY,0.1,God,God,8,1.916350943709805,0.08441615291565396,8,1.3944701204497578,1.410645579163683,6,0.9769765307159095,0.6180112504915714,1,1.6475671351076784,1.1098489729551404,6,1.8975757424440078,2.4479598221648406,2,1.3601795063567554,0.921694433742384,8,2.485107330921038,2.0322588332224703,10,1.7259585656720038,2.1902834486710643,6,2.2578237814436752,0.029485238097757827,6,0.17883149021798161,1.3279428014320693,4,0.3181085933233027,1.7039106954147563,1,1.101283360526884,1.3213582345422403,1,0.6609892662152137,0.8683192748166613,2,1.9342100770821677,1.8191428815932518,8,0.8410881988037999,1.808187340913662
