First Name,Last Name,Parent 1,Parent 2,Fitness
Generation,1
ERLENE,CHERRY,1.6,God,God,10,1.9742205904865606,2.373172850097434,10,0.19343310147240028,0.8204941979751825,9,0.2951554632225123,0.9402282788659694,1,1.5659449259314617,1.1383307536248095,6,2.067477263823236,1.3359015338935172,5,2.132568051557237,1.7673829920524917,8,1.8055000140559292,1.4518363457733654,6,0.9875524550257381,2.404455247236257
KIMBRA,EWING,-0.5,God,God,10,2.3448465772079734,0.8082582947385397,6,0.16548139990682442,0.9345780367751579,5,0.613558717803653,2.343152140353323,2,0.6474499699348868,0.9414519161353783,1,2.3700323525828524,2.4777861082784702,5,2.3474155239678085,0.13023395767195273,4,2.384548290863286,1.2293513911903309,4,0.9723601930746639,0.8699535835653891
KENDRA,RICHMOND,0.1,God,God,4,1.1662449097131242,1.9654424121772953,9,1.0694514116995812,0.8737684067595661,10,2.0622076122582005,1.6190323091699501,10,1.1207032892208848,1.4369495368307341,6,0.1636119877444009,0.7164204915260406,5,2.4776305260073594,2.0182422330860095,10,1.11965974258867,0.16409335222989568,9,0.6039891111941917,1.2232069351265373
ESPERANZA,FLOYD,0.6,God,God,2,0.7031726562369136,1.6833747689271095,4,1.8182476978870252,0.9597235145375105,8,0.6926449158933914,0.022217870844321586,4,1.609308290865048,2.419281255170779,4,0.8696804197538857,0.4421465799608537,2,0.7622200325081943,1.981338552945553,10,1.7538539080224131,1.7675519533709005,1,2.374861701190069,1.9429965709103811
LORALEE,ROBINSON,0.8,God,God,10,1.7527412946359264,1.0613740387827997,9,0.8108253803303065,1.1875177667488463,9,2.000073301396443,0.1400753755778178,4,0.3834132331064294,1.3293397882633962,8,1.6132554722043326,1.8130562736710185,4,1.1141839486797394,0.8863901613758446,5,0.10727549340938364,2.4261263618147457,6,1.1631986613689675,1.206879803541888
VELVA,MENDEZ,0.0,God,God,1,2.2649206434287774,0.34316604765486647,1,0.5195737999347394,2.264429698462028,5,1.1104761049700418,0.7169701945805116,9,0.8026805091929606,1.0600987095876893,9,2.2112274184953535,0.9351472383794033,5,0.9562323506603881,0.06402711894845176,1,1.8574780035467706,1.4730019358544708,2,0.9289340360399836,1.4326609856742434
SHERISE,BENDER,1.2,God,God,5,1.5887340836250055,2.4150325103441324,2,1.3847444420206974,0.5547934845841673,9,1.4774533058120507,0.7368293694658312,5,2.244547116248676,0.5312437817689863,5,1.11719094743462,2.457875070709294,5,1.740571599367367,0.3867535849012882,2,1.667331849164978,1.1643477371568292,1,0.9236497788462988,1.9770456279688595
CHARLETTE,CALHOUN,-1.0,God,God,1,1.7620071031622728,2.4400314400059857,9,0.2530360567074763,1.5670637579943771,2,0.015427164583681763,0.27036124947472734,9,0.9307221659509501,0.9815745107706932,6,0.07984888089518444,0.9961588211976846,4,1.6724070941730307,0.9587829179574059,2,2.2251334765733133,1.499076143807324,5,0.13595848816661926,1.3534075973367448
SHEILAH,SILVA,0.5,God,God,5,1.818571343270289,2.3824168204845257,6,2.023372247866904,1.414717248656638,9,1.6839723629906103,2.080227799265541,9,1.106914185838237,0.021867936437444113,6,1.4358906567722478,2.0907361573457126,2,0.7590199388805416,2.43368130622026,2,0.02000926194013153,0.6416077641123996,1,1.0699496398591488,1.824857967219267
HAZEL,SHERMAN,0.8,God,God,4,1.7995333419481894,0.8586742578031423,5,2.1044101661115127,1.8085283965221883,5,2.263340819405256,1.6149452984399995,2,0.61227016749615,2.4543301541232583,8,0.718190880280174,2.265827677964948,4,1.1024709892688582,1.744285904675817,5,0.7699971450935303,1.4044856425312646,1,1.1854156968885112,2.496918267035581
MARGURITE,BURKE,0.6,God,God,6,0.06532867527637487,0.35276982427036,2,1.240935517697098,0.13229531711416637,5,0.2661246427014677,1.0248649419953955,6,1.5217859578831159,2.369352119984485,2,1.21859865649466,0.23102090176706364,8,0.9510338965281234,0.16801569175835085,4,0.8177230375017,2.00311383386682,5,1.1297777573364367,0.2461229169165291
RASHIDA,GORDON,0.6,God,God,6,0.63321154371074,2.198611062453917,1,0.9273324335458231,0.5180270284038596,10,1.707956865520779,1.4858392944350034,8,1.0754429661100007,1.1145154871985374,5,0.7895336006002649,1.0826507976240787,4,1.432835481307018,1.002987942186261,6,0.9809301250595476,1.388832103419625,6,2.4451673851446376,0.6138180495872823
SUNSHINE,MEYER,-0.4,God,God,1,1.5256779213897087,1.141682478807572,5,1.1297453558567006,1.9741364206449574,8,0.39436987899695436,0.2633427149800996,8,1.1497699019630288,0.8245143671041568,4,1.5436019633607443,0.9708109331122855,10,1.0887229456842806,1.1878137924447478,10,0.7617031208686181,1.012443938935998,8,2.0013344315978374,0.9034669942820589
ANDREAS,LAMB,0.1,God,God,4,1.7330442670106094,0.5839372507437335,8,2.2149798694863527,0.9560787882623698,5,1.5846949625915454,0.9814885889803673,10,2.28942339235153,1.0006332707780443,1,1.9328183873741405,0.6334398615951045,1,0.17071618660313842,0.8142538529068072,2,0.7724797225906723,0.4185118329758103,4,0.8255404978895122,0.08257001233054173
MARIEL,HIGGINS,0.2,God,God,8,2.1131207362756683,0.04595809559008707,6,1.7593601784336128,1.8817077512964855,10,0.20767481506427432,1.1026652346483314,8,0.3366005423119914,1.252514978266206,9,2.369916546741943,1.6797826197506547,1,1.2142336678565582,2.432403540062025,5,0.6752799698262477,0.3672067987247152,8,1.365670354728,1.4980861437271475
JENAE,WAGNER,-0.4,God,God,1,1.989790990336826,0.5051924246282189,8,1.7233479105831997,1.0975907922730461,9,0.20667895182010898,1.460294285069563,10,0.20816513072606097,0.8775740486164227,9,1.1521914059815088,2.026253998542837,8,0.8524606659078093,1.3716490331268099,1,1.0714701046203448,2.3677493230886135,2,0.304557779768779,0.26198485338553595
TEREASA,DORSEY,1.1,God,God,10,1.1329182824023345,0.29731631242416123,2,0.2107946173306008,2.314995740607185,9,1.453954636747072,2.3354325349832226,2,1.1389921923419948,2.0292065945850504,8,0.0373303571924366,0.8254083036762289,10,2.0001665041520598,0.09472447325306,8,0.0874429451325251,1.2585022390422829,1,2.47875300942295,0.08057924312429326
JOHNATHAN,BURNS,1.5,God,God,6,0.8552841728113438,2.1810896134314537,2,0.28869368788831284,0.23000207342676993,2,0.5277407657937991,1.1239769276460423,1,1.6189668531073909,1.5187307260148066,6,1.0891294197474535,1.8235068351756865,8,0.7659959481172005,2.1095813436887596,2,0.8241100512857397,1.1532436998567168,5,1.0397950603655846,1.3773088555210835
MALVINA,MCNEIL,-0.1,God,God,1,0.8784371235542637,1.7384776021561161,10,0.6590964756801534,2.1325595040072636,10,2.1423759217858915,2.4465099698022517,8,1.3290108078566756,0.17659434154277925,6,1.5713551374257668,0.5760973101031286,2,0.7447927587821015,1.4910352636330513,8,0.664894109332522,0.3858875966253078,2,2.2991178127237397,0.6444147325899166
MAXIMO,AVERY,0.9,God,God,10,0.04610477378966443,2.4071251157355453,8,0.6956704924588858,0.8869102640780457,2,2.0675645784044665,1.3094438146600715,8,2.1307230057253843,1.9912861805828388,5,0.7275741158153615,1.9977153914296113,8,2.3109646167057982,0.6601849995941798,4,0.5270533416636838,0.6167365135039027,9,0.618992334973034,1.4149102062939722
MARYLN,WALTERS,-0.6,God,God,1,0.12276069021679825,0.34619420896429304,9,0.5536356912068319,1.7881330139776916,9,0.3690783022213784,0.16786512237438406,6,1.8931249916548685,0.6899093499956388,5,2.171753597414444,1.073790388675955,8,0.22577864179318313,0.2510768090934473,9,1.586887610749562,2.0306631025365456,2,1.2061735394715605,1.110013731172195
