First Name,Last Name,Parent 1,Parent 2,Fitness
Generation,1
SABINE,ASHLEY,0.6,God,God,2,0.9157605534986206,0.7231578933442808,0,0.6339245667785369,0.029279845067770593,5,0.6843951480758509,0.2685419162041319,6,0.7561262947729744,0.7281308399597222,10,0.5955287648068223,0.38413263110806106,5,0.5394876218978766,0.38789281291515865,2,0.19637861620011943,0.4988617992819584,0,0.19938617738744913,0.3175268546336145,1,0.7554714394796469,0.36256745360794507,4,0.22536009626913434,0.9192831237564615
JAMEL,HUFFMAN,0.2,God,God,13,0.2146829029431916,0.5240922501441735,8,0.0006619636683136143,0.788283196406996,1,0.8361634856032784,0.04249108487331288,14,0.26435310090818,0.029021355268476823,11,0.31033362094758343,0.6563191698854834,0,0.050126877950696036,0.48111863306176705,5,0.9386341439760411,0.5481852694339274,2,0.08952829714854371,0.17077488457886714,14,0.9113337695178323,0.14327470516265584,7,0.2962983336272458,0.6530882833720937
VERNIA,MCKINNEY,2.2,God,God,6,0.441455835222466,0.4330784691166596,7,0.5107105737098938,0.3791051903504411,8,0.8303200793097292,0.8157415314134291,15,0.5138820991149906,0.2070085164738238,1,0.06488683904520709,0.23700643654606068,9,0.6997177505921857,0.2627341915728644,8,0.4332954761384331,0.01613841882819711,2,0.9882386814173976,0.6475076545649495,10,0.9963276237614435,0.9081653625397186,15,0.9452238069548691,0.9172020405846943
FRANCE,FISHER,0.4,God,God,11,0.3316600842913664,0.6663511874596443,11,0.4264964611146138,0.014288216458723024,3,0.6517308791335613,0.3748904295397709,15,0.4143254770045328,0.14817928729214636,6,0.5837110450679126,0.8421146504202515,2,0.47827439475653866,0.5910108858802124,8,0.8488582953917989,0.7503423662777818,7,0.852103497942244,0.46274632018963346,12,0.42451707837850416,0.9474818665510523,0,0.8037294327991606,0.01702913027202424
ROSITA,MACDONALD,0.1,God,God,6,0.7726766381388944,0.5381793918390759,13,0.9752909848250682,0.8916257894724443,6,0.802498233692792,0.7186750146471605,12,0.18228733363656913,0.6614151569854003,11,0.03134926184741782,0.1757172414840783,13,0.03948220410978487,0.9388083841809484,5,0.509481101622928,0.688486209909594,14,0.09956810436668329,0.8227084757568355,2,0.08508167594238536,0.4972069342276264,5,0.4166018195196599,0.8106162423717859
EDEN,CRAIG,0.1,God,God,10,0.5958401590213889,0.9641086655560512,5,0.49243105062049564,0.6161063007200508,14,0.09765699231476899,0.4154076296273066,1,0.020857205214872554,0.9281717364739235,9,0.726894859675206,0.13661009890588982,0,0.37130842868183245,0.2313159579349836,12,0.6266446758268069,0.9337838636896358,7,0.34955515054624164,0.7283602985092157,13,0.24222910950104537,0.12089556197784634,1,0.853003243131384,0.9120473503211952
KATHLYN,CONNER,1.0,God,God,1,0.766903682538985,0.936727682181495,5,0.24176673578206076,0.18217362957789596,7,0.09353240837551147,0.9847991207485775,9,0.05526914845913411,0.15705909830329012,1,0.5404908333081485,0.6312793188770616,3,0.4730381992286107,0.9102551034965561,5,0.6838892417723823,0.5290334698327498,15,0.08582048247232432,0.5115009482543544,9,0.5414640260463115,0.05096843234732473,11,0.8685157296539898,0.9024845924595972
JOEANN,PUGH,-1.0,God,God,0,0.6147848266635801,0.9316727021851853,1,0.8765701256686559,0.8697475004722548,14,0.028004986315980473,0.7897684738912762,14,0.7521393930487406,0.9221101549632217,15,0.9046124004608908,0.41062736169692493,3,0.7115555577271991,0.17512343458933188,15,0.3747041530175952,0.1552051259779107,0,0.361884161762537,0.8628978232277104,12,0.8073928718697787,0.5522529239031693,9,0.7977423849085974,0.701118158336407
OLIVIA,BALL,0.1,God,God,4,0.7207929565594952,0.21347112745385421,4,0.40875089845758017,0.4259478751693292,12,0.6585403705485496,0.01518167117243463,3,0.003127745805718618,0.43742694254273373,8,0.7588212449664268,0.7905310249938875,14,0.08484127181617973,0.005470438975364811,3,0.44464897879535303,0.9628552148046752,10,0.3130391414587579,0.19752858681088403,8,0.5933061250396241,0.8533509985667431,11,0.554479553611933,0.7414560100834235
GLADYS,CAIN,0.9,God,God,6,0.011361882200705442,0.10391235314456038,10,0.04803842087830801,0.6048483416433901,2,0.5098864443630083,0.7772455577065089,0,0.6157821992470918,0.22262350912890772,7,0.7835565003970664,0.37035384358944734,1,0.49695512693127064,0.9486955972785873,3,0.9527668910218886,0.02194620201615638,6,0.7150540887472567,0.43946070065079135,11,0.9703042159367092,0.5226838990121173,0,0.37477276522665715,0.04421593353399422
