First Name,Last Name,Parent 1,Parent 2,Fitness
Generation,1
CARMEL,STUART,0.4,God,God,1,1.2908856884776032,1.5569629861884713,1,0.43388786994056694,0.36831448164189806,2,0.9596740442328713,0.5691802913181101,4,1.395288941867801,1.771011034269694,1,2.199347308873835,2.0748042992404474,8,0.8596103615175466,1.2879710624398797,8,0.8044385552001059,2.57994055185091,8,0.13608448804931272,2.8944565891908107
ROXANN,LOWERY,0.5,God,God,2,0.0488060946000346,2.718137493777253,4,0.3274779195023846,2.0614093310863906,1,0.28927189517970875,2.6604850690511648,4,2.3887711287745645,2.6243672426945843,8,2.736788377331393,1.15132472854738,4,2.2430087496524527,2.79417435317522,2,2.9107215383915306,1.8840438148463758,1,1.6655971053936254,0.6148948837177061
ANNETT,GIBBS,-0.4,God,God,1,0.3359464510593143,2.258225672660827,8,0.004303934775287455,0.07845967765085204,8,0.5605056463553958,1.5615226491219176,2,2.3499311658521185,2.0050369134560944,4,2.4028969177307564,2.998344326810719,8,1.9398026754432545,2.60021879696903,2,0.03363526237684211,2.3182189239511217,8,2.809633332382961,2.5165173052383336
BRANDEN,COOKE,0.1,God,God,2,1.6584887604492797,0.4913268244304214,8,1.5354678926370169,2.8958561365610995,4,0.8783729237488437,2.5539256113210955,8,0.8191724195034807,2.708750529343607,2,2.720012487768629,2.6268760011387093,2,2.989363354489083,0.24552306062872586,2,2.085835946753953,1.2273570282152493,8,2.1120782459465386,0.7606440729923891
DANITA,BUCKLEY,-0.1,God,God,1,2.2679662323650245,2.147055039372259,2,0.6943328550835726,2.694053990204199,4,1.7898734578687834,1.8930018760643033,2,0.9489563569013637,0.20281546004231832,4,0.5901332643116901,2.1164785438817297,2,0.44666416694259214,0.0670181571574412,8,2.8255030460771975,2.8078905097214313,1,2.7432447506365123,2.4818292568506486
TASHINA,CARROLL,0.1,God,God,2,0.49694388149221314,0.3358898980439926,1,2.8686256451880694,2.5789372838999487,1,2.453469215643608,2.6098410148143243,1,1.708324350349662,1.0661375855239537,1,1.9500945919605115,0.4286292917521253,8,0.6750458027295154,0.16486945481557402,8,1.9192017973021285,1.4178401918290864,1,2.6627611923322747,1.1296226344873808
WENDY,TANNER,0.0,God,God,4,2.532001907046192,0.19200514250270584,8,0.02242585449393797,0.4449294248671042,8,2.043862212049807,0.7491781673605384,4,1.6747278060081938,0.052085100609464585,4,2.9156120383850546,2.340933946172896,2,1.043565565655366,0.6713129819468675,4,0.5456520893014377,0.891042520920116,4,1.1201438059412627,1.3248155944225826
MADELENE,SANFORD,0.9,God,God,1,2.226446097523773,0.21725991159709912,1,2.8218634186756955,0.9993462548158784,4,1.6384079017621316,0.31851507169210125,4,2.707413674054137,2.434633536307379,2,0.7673497352343197,1.4542042250473632,1,2.5137437657743424,1.9694190856944935,4,0.1816146048292423,0.47781627386125924,2,1.9103496251679788,0.13171063410474626
STANFORD,FISCHER,0.1,God,God,2,0.4541144917248541,1.9779705575688533,8,0.5177634218176842,2.6095623896080653,8,2.087585177388074,0.436343541680963,2,0.21970857363665508,1.5990972598540227,4,0.12046472294974508,2.9708707512701586,4,0.2012438907532217,0.7948653119549134,1,0.9638201517007419,0.36917221744007067,1,0.18899277410095405,1.9747740226455597
RENAY,LARA,-0.1,God,God,1,2.6598225603891335,0.7605482994816457,8,2.16944961143992,1.1058766996827036,1,1.992469257400714,2.9588038698947674,8,2.5478367125651533,0.5465755831708182,8,1.0816704360547207,1.6224535282232986,1,1.466773155281888,1.5373865597928966,1,2.1385081703022575,1.708035005536298,4,2.956950054284135,0.6578141098490533
DENNY,PARSONS,0.2,God,God,4,0.21219165280760732,0.6226285820388751,4,0.02352874289684037,0.664100433297875,1,0.2200784396307045,0.8938684784973018,1,0.2883911309958894,2.8229308197903773,1,2.4130998394601297,0.4940514629976319,8,2.770264530327645,0.9731403266444775,1,2.985801728466817,0.6026698489797168,8,1.2692279688215848,0.5306380952749358
SHANNA,BOWEN,0.1,God,God,4,0.9815997644725829,0.9833439529522094,8,2.4286108857610014,2.664317755066783,4,1.6954624880998257,2.308569379431469,2,2.2460476738405895,1.2823727488885708,2,2.1417969227192875,1.2421187361078923,1,1.5404104546896566,2.517186088076804,8,1.2566776094009993,2.498907357369878,1,2.374832795866391,1.8619723537762431
LIZZETTE,STOUT,0.9,God,God,4,0.35330750946690703,0.3820787220531804,1,0.15994909106389466,1.2996495000781527,1,2.9421051007577472,0.1051069136258792,4,1.62372042690963,0.8983831396602809,1,0.20680152378282113,0.6578540689553248,1,2.840847202000411,0.12600169895977265,1,2.097234938370128,1.2786593231988688,2,2.1759034555438426,0.055369041089209925
JAMA,KIRBY,-0.9,God,God,1,2.3564279861913384,0.09091113317863331,8,0.4347205371403341,1.0551396566351596,2,1.3575982987098363,2.3780630368518985,4,1.450710628338936,2.708711309364281,4,1.8479386333277885,2.2611364893578343,1,2.9983681058061946,0.8335261042887974,2,2.510113936703406,0.31037551179593525,4,2.714005092642099,1.481948000592884
