First Name,Last Name,Parent 1,Parent 2,Fitness
Generation,1
SUNSHINE,BARTON,0.4,God,God,0,0.7612455043784386,0.25067128870510547,11,0.3178133563254395,0.9962038850560436,15,0.000473793842538095,0.4217000462647229,1,0.599163623563969,0.06393367604606814,7,0.6518131463960086,0.3936909336106287,8,0.1597060414681758,0.4780772118375969,3,0.09479418955548347,0.8319849473100854,13,0.3750915554899502,0.08432090690264704,9,0.91819185364069,0.3212319481159277,14,0.45031777599071054,0.049724696515368705
DEEANN,MAYER,-0.3,God,God,5,0.7665620998688352,0.12289943229696332,14,0.35957549229634245,0.767724106939306,12,0.20944062867951796,0.03921999871608495,12,0.807202565870201,0.1698298067737649,2,0.6731243240630979,0.8296296056828318,9,0.6488664491279558,0.4633605291446905,4,0.6579291422268219,0.9414970806645909,6,0.43004196848941234,0.9810162714706884,9,0.9646398121308373,0.7721300206139576,9,0.18494744993573198,0.3857319573751604
DEBBY,SCHWARTZ,-0.2,God,God,11,0.8080645665957763,0.2132541135330882,4,0.7277016741983572,0.004735106611587381,7,0.8859661577608788,0.7486094219338548,10,0.5758063909231577,0.11890103962147958,11,0.35493746740585297,0.732406765285339,15,0.6180143371236955,0.815729684533022,2,0.9574588493907337,0.6240315428652758,4,0.6200749581674945,0.7780013637685258,4,0.7430197500602386,0.9383601929401679,10,0.08544190354608272,0.24670933712994914
AMANDA,SMALL,0.1,God,God,3,0.6886631671697554,0.7168249423614745,9,0.9827513469486763,0.11873183845288948,6,0.8745074766971126,0.8797096244116345,13,0.22464779856592676,0.4088816342030942,15,0.1866191355803859,0.7545677425526977,7,0.7760972794065765,0.2258648958543047,1,0.19407797355020573,0.45557611191013436,14,0.9155345958388877,0.7803619419768969,0,0.30741174706476115,0.6342552878018797,11,0.5458155704044512,0.40843008546306536
VINCENT,MATA,0.2,God,God,13,0.11159123640994317,0.2592379263385445,7,0.1715799606223618,0.3202594411365346,9,0.9564009064296665,0.9281168781185333,3,0.11465451027301876,0.8431415601844549,8,0.6638610031574893,0.17008740108518605,0,0.34868072414515494,0.19834952973489206,7,0.24086054992507877,0.7845205931490445,2,0.3682338275861389,0.494475082295162,6,0.7631672006473218,0.7490646120438779,1,0.7723366725869977,0.6329375796365858
BRENDAN,ESTRADA,0.9,God,God,11,0.08422733512652791,0.6318871971002004,0,0.7070757548308159,0.8148714629810192,13,0.6502292723914209,0.3857328030286751,9,0.8179974052741444,0.5198826556719818,14,0.07079770655299211,0.08800993492070652,4,0.5903292313059335,0.8882410001070048,10,0.7468495518090078,0.2700024617224418,15,0.7221825127659794,0.8639270313758097,13,0.11933041231683539,0.06626943926314999,10,0.376959972738628,0.0019561573168362933
TERRELL,BLAIR,0.8,God,God,10,0.6101508409154841,0.647144576710656,11,0.13455575712679624,0.3244777804196042,14,0.38055379463554384,0.6986883478179985,13,0.5269633866051623,0.716911465558955,10,0.04846464741315337,0.34186836982212887,10,0.7271155551465823,0.37434101775983575,10,0.029669539142145984,0.9129800324920608,5,0.9967235359073119,0.4032547307858292,14,0.29060840328660886,0.7576206871976644,15,0.7507540160524623,0.17766180717641544
DETRA,CISNEROS,1.1,God,God,8,0.4715513823095808,0.07948168634295494,13,0.8364120936112086,0.6436416053844078,5,0.9025972210028689,0.4486882049935257,6,0.9095155916198998,0.6379138699788016,15,0.12428037015970483,0.5112180528332112,1,0.1551872135615019,0.24978628297223893,3,0.6353797901627787,0.31564302735186955,6,0.5113677774615629,0.44432283795361593,13,0.6242780235421801,0.2182101628941583,3,0.6417744587925283,0.06556230148943021
MUOI,GLOVER,0.3,God,God,4,0.8708312306908894,0.7992883308348856,6,0.4599798756139486,0.5243294615194809,14,0.5310930366547454,0.3530649431724827,10,0.9961776816358907,0.1916025763960345,4,0.7147786765676432,0.6177072838428262,13,0.5175567697096219,0.9042622419415056,2,0.20920783573928947,0.7370658253564741,3,0.23941351586841608,0.5898275326223218,3,0.6112884124274993,0.27757721537201785,1,0.8986126097794239,0.13307909047043598
LEISHA,CAMPOS,-0.2,God,God,0,0.9104766900527873,0.1351548244897145,10,0.8186651189024516,0.5472067825426572,8,0.22754572302322684,0.7930772065957019,10,0.7491167571450421,0.9202507897230136,5,0.29167562530813007,0.749330713971179,8,0.44638704112019645,0.024712402243628917,11,0.5056465733308027,0.6813705574196334,9,0.2665799645682,0.04881200064615521,0,0.48859814417381064,0.25263636634498976,0,0.3518961317533088,0.3811973383518452
WANETA,NICHOLSON,0.3,God,God,15,0.5302614372617214,0.6732297780619105,1,0.7223539157966989,0.29354132788140697,11,0.9162448178258429,0.7565079828773458,14,0.9944185308428416,0.5634451568087714,2,0.9896336460452103,0.21476774486277395,11,0.7491013617934263,0.47621395898561303,1,0.8137920957939972,0.7552985680326496,14,0.28459670661522785,0.983372963099061,8,0.3231469875099501,0.7440645432308995,14,0.3172784113835381,0.08368990869356696
HUI,BRIGGS,0.6,God,God,9,0.9476903173483482,0.7794814796859142,12,0.4264842453597558,0.6939923449410367,8,0.9813734570528239,0.6828764117012622,15,0.08040244591199741,0.8722242633776994,9,0.02908098395244363,0.5076299459854202,5,0.15362573164643845,0.9521331691745454,5,0.2237277836492516,0.08822364389761395,15,0.7922006767012995,0.4855446315869052,1,0.16315733391482656,0.6226812969742566,11,0.21287983870418348,0.23682085020335286
SHAMEKA,GOOD,-0.8,God,God,14,0.2006963771037097,0.5191949449894232,12,0.4417372228685662,0.846740461149973,10,0.4310526014676872,0.10354587317768549,11,0.22888461690391682,0.2952956724913439,5,0.5591128666813807,0.6319298675270223,8,0.7081629173941648,0.2965561613979314,3,0.24572516228619612,0.22286151377478414,4,0.6241210146988923,0.5174767947014941,14,0.4205895992011467,0.17027943812738422,13,0.7016154746583733,0.9310034074419227
